sexe;formation;usage_vehicule;type_vehicule;type_conduite;formule;date_demande;points_perdus;Age du vehicule;id_client;Tranche d'âge;Enfants;conduite accompagnee;vehicule rouge;tranche revenus;tranche tarifs_devis;code postal
F;<High School;Private;Minivan;Highly Urban/ Urban;dev_express;20/05/2022;0;;2117661;60-69 ans;oui;oui;oui;0-9999;260-280;78340
F;PhD;Commercial;Panel Truck;Highly Urban/ Urban;dev_premium;22/02/2022;0;7;9205890;70-79 ans;oui;non;oui;180000-189999;380-400;06150
F;<High School;Private;Minivan;Highly Urban/ Urban;dev_express;23/02/2022;0;6;8303535;18-29 ans;oui;oui;oui;30000-39999;240-260;41240
F;z_High School;Commercial;z_SUV;z_Highly Rural/ Rural;dev_express;02/05/2022;0;7;5947128;50-59 ans;non;non;non;0-9999;280-300;37150
F;<High School;Private;Sports Car;Highly Urban/ Urban;dev_integral;20/03/2022;6;4;2090378;50-59 ans;oui;non;non;20000-29999;300-320;41200
M;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_integral;23/04/2022;4;10;4957941;Moins de 18 ans;oui;non;non;0-9999;300-320;87500
M;Masters;Commercial;Van;Highly Urban/ Urban;dev_premium;23/04/2022;1;12;6968246;40-49 ans;non;non;non;40000-49999;320-340;25200
M;z_High School;Commercial;Panel Truck;z_Highly Rural/ Rural;dev_express;13/04/2022;0;1;9363366;50-59 ans;non;non;non;20000-29999;260-280;72100
M;Bachelors;Commercial;Pickup;z_Highly Rural/ Rural;dev_integral;26/03/2022;2;10;6808467;Moins de 18 ans;non;non;oui;60000-69999;280-300;85270
F;Bachelors;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;28/02/2022;0;6;9313094;50-59 ans;non;non;oui;90000-99999;280-300;75016
F;PhD;Private;Minivan;Highly Urban/ Urban;dev_integral;18/03/2022;0;;3509933;70-79 ans;non;non;non;180000-189999;300-320;10440
M;Bachelors;Commercial;Minivan;Highly Urban/ Urban;dev_express;17/02/2022;4;1;5367183;50-59 ans;oui;oui;non;80000-89999;240-260;03410
M;Bachelors;Commercial;Minivan;Highly Urban/ Urban;dev_premium;23/02/2022;4;10;8694448;80 et plus;non;non;non;50000-59999;340-360;65220
M;<High School;Private;Minivan;Highly Urban/ Urban;dev_integral;03/05/2022;0;;5416407;18-29 ans;oui;non;oui;20000-29999;280-300;35760
M;z_High School;Private;Van;Highly Urban/ Urban;dev_premium;17/01/2022;1;12;9834669;60-69 ans;non;non;oui;20000-29999;520-540;69490
M;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_integral;17/05/2022;1;1;2647221;40-49 ans;non;non;non;100000-109999;300-320;63430
F;Bachelors;Commercial;Panel Truck;Highly Urban/ Urban;dev_premium;08/02/2022;3;1;3125070;Moins de 18 ans;oui;oui;oui;110000-119999;420-440;69410
M;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_express;06/01/2022;0;8;6950698;50-59 ans;oui;non;non;30000-39999;260-280;55100
F;Masters;Commercial;Pickup;Highly Urban/ Urban;dev_express;18/03/2022;0;;9696435;60-69 ans;non;non;non;170000-179999;240-260;61310
F;Bachelors;Private;Sports Car;Highly Urban/ Urban;dev_express;20/04/2022;4;8;4167981;80 et plus;non;non;non;50000-59999;240-260;86550
F;Masters;Private;z_SUV;Highly Urban/ Urban;dev_integral;05/01/2022;6;16;1308475;Moins de 18 ans;non;non;non;70000-79999;320-340;86320
F;<High School;Private;Minivan;Highly Urban/ Urban;dev_express;07/03/2022;1;8;1219984;Moins de 18 ans;oui;non;oui;inconnu;260-280;64800
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_premium;08/04/2022;0;10;1206616;30-39 ans;non;non;non;60000-69999;420-440;92700
F;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;13/01/2022;3;13;3631178;60-69 ans;non;non;non;140000-149999;320-340;67380
M;Masters;Private;Minivan;Highly Urban/ Urban;dev_integral;22/01/2022;0;19;3974659;50-59 ans;non;non;oui;120000-129999;280-300;29640
F;Masters;Private;z_SUV;Highly Urban/ Urban;dev_express;01/03/2022;2;19;7833315;80 et plus;oui;oui;non;30000-39999;260-280;05110
M;<High School;Private;Sports Car;z_Highly Rural/ Rural;dev_integral;17/05/2022;2;5;6269541;30-39 ans;non;non;non;inconnu;300-320;58110
M;PhD;Private;Minivan;Highly Urban/ Urban;dev_integral;27/02/2022;2;19;5717601;70-79 ans;non;non;non;300000-309999;320-340;52290
M;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_express;14/01/2022;2;8;7108092;Moins de 18 ans;oui;non;non;10000-19999;240-260;50000
M;Bachelors;Private;z_SUV;z_Highly Rural/ Rural;dev_vip;12/04/2022;4;11;6802322;30-39 ans;oui;oui;non;inconnu;560-580;41350
F;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_integral;03/04/2022;0;12;2120476;60-69 ans;non;non;non;inconnu;320-340;52400
M;<High School;Commercial;Pickup;Highly Urban/ Urban;dev_premium;15/02/2022;0;7;5084703;70-79 ans;oui;oui;oui;30000-39999;340-360;47300
F;PhD;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;21/04/2022;0;15;5096289;50-59 ans;non;non;oui;70000-79999;260-280;48190
M;z_High School;Private;Sports Car;z_Highly Rural/ Rural;dev_premium;13/04/2022;0;1;2232169;18-29 ans;oui;non;non;0-9999;480-500;30190
M;Bachelors;Commercial;Minivan;Highly Urban/ Urban;dev_premium;11/02/2022;2;8;9725980;60-69 ans;non;non;oui;10000-19999;440-460;64800
F;z_High School;Commercial;Pickup;Highly Urban/ Urban;dev_premium;13/02/2022;6;1;4551069;60-69 ans;non;non;oui;40000-49999;360-380;38080
M;PhD;Private;z_SUV;Highly Urban/ Urban;dev_premium;16/05/2022;1;15;2640590;70-79 ans;non;non;non;100000-109999;360-380;12630
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_integral;18/03/2022;0;20;1195597;50-59 ans;oui;oui;non;180000-189999;320-340;61000
F;<High School;Private;Minivan;Highly Urban/ Urban;dev_express;18/01/2022;5;;7530734;60-69 ans;non;non;non;60000-69999;280-300;71230
F;PhD;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;23/05/2022;1;12;4169354;Moins de 18 ans;non;non;non;170000-179999;240-260;92000
M;PhD;Private;z_SUV;Highly Urban/ Urban;dev_express;16/03/2022;0;16;7890593;70-79 ans;non;non;non;190000-199999;240-260;44490
M;PhD;Private;Sports Car;Highly Urban/ Urban;dev_integral;04/04/2022;0;;9067519;18-29 ans;non;non;oui;170000-179999;320-340;88400
M;<High School;Private;Sports Car;Highly Urban/ Urban;dev_integral;31/03/2022;0;1;9486282;40-49 ans;oui;non;non;30000-39999;280-300;07300
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_express;28/02/2022;1;22;3378340;50-59 ans;non;non;non;70000-79999;260-280;13380
M;z_High School;Private;Minivan;z_Highly Rural/ Rural;dev_premium;16/04/2022;0;1;4500672;60-69 ans;non;non;oui;40000-49999;400-420;39380
F;Masters;Private;z_SUV;Highly Urban/ Urban;dev_premium;12/02/2022;4;15;1768850;40-49 ans;non;non;non;40000-49999;440-460;71480
M;Bachelors;Private;z_SUV;z_Highly Rural/ Rural;dev_express;29/01/2022;0;13;8772907;50-59 ans;non;non;non;inconnu;260-280;80140
F;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_express;30/04/2022;0;1;7018033;50-59 ans;non;non;non;10000-19999;260-280;31620
F;Masters;Commercial;Van;Highly Urban/ Urban;dev_integral;25/02/2022;0;18;9284918;70-79 ans;non;non;non;90000-99999;300-320;82340
M;z_High School;Private;Pickup;Highly Urban/ Urban;dev_express;30/04/2022;3;1;3144963;Moins de 18 ans;oui;non;oui;30000-39999;260-280;09100
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_express;25/02/2022;2;17;5987771;80 et plus;non;non;non;80000-89999;240-260;76600
F;<High School;Private;Minivan;z_Highly Rural/ Rural;dev_integral;06/05/2022;1;1;3693430;50-59 ans;non;non;non;30000-39999;320-340;62164
F;z_High School;Private;Minivan;Highly Urban/ Urban;dev_integral;06/04/2022;0;7;8177598;30-39 ans;non;non;non;30000-39999;300-320;22960
F;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_integral;06/03/2022;5;13;2019598;60-69 ans;non;non;non;60000-69999;320-340;17340
M;PhD;Private;Minivan;Highly Urban/ Urban;dev_express;04/03/2022;0;16;7221747;80 et plus;non;non;oui;270000-279999;260-280;38770
F;Bachelors;Private;Sports Car;Highly Urban/ Urban;dev_express;06/05/2022;0;10;7551129;70-79 ans;non;non;non;60000-69999;240-260;47200
F;Masters;Private;Pickup;Highly Urban/ Urban;dev_integral;01/02/2022;3;21;5709261;Moins de 18 ans;oui;non;non;60000-69999;320-340;16600
M;PhD;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;16/03/2022;1;23;8505389;60-69 ans;oui;non;non;110000-119999;240-260;09100
F;<High School;Commercial;Panel Truck;Highly Urban/ Urban;dev_premium;13/03/2022;2;8;6437908;50-59 ans;non;non;non;50000-59999;380-400;62232
M;z_High School;Commercial;Pickup;Highly Urban/ Urban;dev_integral;16/04/2022;0;1;2334103;Moins de 18 ans;non;non;non;70000-79999;320-340;03200
M;Bachelors;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;05/03/2022;3;1;6679233;40-49 ans;non;non;oui;70000-79999;260-280;07160
F;z_High School;Commercial;Pickup;z_Highly Rural/ Rural;dev_premium;01/05/2022;0;1;9074644;40-49 ans;oui;non;non;0-9999;440-460;22000
M;Bachelors;Commercial;Sports Car;Highly Urban/ Urban;dev_integral;19/01/2022;5;9;3443292;Moins de 18 ans;non;non;non;30000-39999;320-340;01480
F;z_High School;Private;Pickup;Highly Urban/ Urban;dev_integral;23/01/2022;3;11;2662074;Moins de 18 ans;non;non;oui;20000-29999;280-300;05100
F;z_High School;Private;Minivan;Highly Urban/ Urban;dev_integral;15/03/2022;0;1;9879875;50-59 ans;non;non;non;inconnu;280-300;27310
F;z_High School;Commercial;Sports Car;Highly Urban/ Urban;dev_integral;14/01/2022;0;1;1506508;Moins de 18 ans;non;non;non;40000-49999;300-320;30000
M;z_High School;Private;Sports Car;Highly Urban/ Urban;dev_express;22/01/2022;3;1;8705301;80 et plus;non;non;non;30000-39999;260-280;68200
F;Bachelors;Private;Sports Car;Highly Urban/ Urban;dev_integral;03/03/2022;0;15;7071932;60-69 ans;non;non;non;80000-89999;280-300;40480
M;z_High School;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;01/04/2022;1;8;1074714;18-29 ans;oui;non;non;inconnu;300-320;15000
M;Masters;Commercial;Van;Highly Urban/ Urban;dev_integral;06/04/2022;2;1;8761420;60-69 ans;non;non;oui;60000-69999;320-340;77510
M;Masters;Commercial;Pickup;Highly Urban/ Urban;dev_express;16/05/2022;0;16;2112303;60-69 ans;non;non;non;120000-129999;260-280;09100
M;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_express;15/02/2022;0;11;2106395;Moins de 18 ans;non;non;non;50000-59999;260-280;21250
F;<High School;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;16/02/2022;2;4;4697582;80 et plus;non;non;non;10000-19999;300-320;20290
F;<High School;Private;z_SUV;Highly Urban/ Urban;dev_express;14/03/2022;7;6;4622798;50-59 ans;non;non;oui;50000-59999;260-280;87430
F;<High School;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;22/04/2022;0;5;5318897;80 et plus;non;non;non;inconnu;300-320;87200
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_integral;31/05/2022;2;14;4071452;40-49 ans;non;non;non;40000-49999;320-340;12300
F;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_integral;25/02/2022;0;;8429408;40-49 ans;non;non;non;inconnu;300-320;58420
F;<High School;Private;Minivan;Highly Urban/ Urban;dev_express;12/03/2022;0;4;4701407;18-29 ans;non;non;oui;10000-19999;240-260;95310
M;<High School;Private;z_SUV;z_Highly Rural/ Rural;dev_express;25/05/2022;0;1;4607076;50-59 ans;non;non;non;0-9999;240-260;09100
F;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_express;11/02/2022;3;1;8099163;50-59 ans;oui;non;non;10000-19999;260-280;34170
M;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;09/02/2022;0;12;7619957;60-69 ans;oui;oui;non;50000-59999;240-260;55250
F;Masters;Private;z_SUV;Highly Urban/ Urban;dev_integral;23/04/2022;0;12;7765387;50-59 ans;oui;non;non;30000-39999;280-300;18250
F;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_integral;06/03/2022;2;10;7365599;50-59 ans;non;non;non;60000-69999;320-340;80480
M;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_express;18/03/2022;2;1;3886203;30-39 ans;oui;non;non;40000-49999;240-260;80100
F;Bachelors;Private;Pickup;Highly Urban/ Urban;dev_express;29/03/2022;10;1;4297628;70-79 ans;oui;non;non;30000-39999;240-260;03100
M;z_High School;Commercial;Pickup;z_Highly Rural/ Rural;dev_express;30/03/2022;0;1;2775394;Moins de 18 ans;non;non;oui;30000-39999;260-280;31460
M;z_High School;Private;Minivan;Highly Urban/ Urban;dev_express;18/05/2022;0;1;7690182;60-69 ans;oui;non;oui;140000-149999;280-300;21000
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_integral;01/05/2022;6;9;2360578;60-69 ans;oui;oui;oui;60000-69999;280-300;64100
M;Masters;Private;Minivan;z_Highly Rural/ Rural;dev_express;04/03/2022;0;18;7627264;80 et plus;non;non;oui;110000-119999;260-280;55210
M;Masters;Private;Minivan;Highly Urban/ Urban;dev_premium;12/03/2022;0;14;8156800;40-49 ans;oui;oui;oui;110000-119999;520-540;83210
M;z_High School;Commercial;Minivan;Highly Urban/ Urban;dev_express;14/03/2022;3;10;3627760;50-59 ans;non;non;oui;20000-29999;260-280;25240
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_premium;29/01/2022;5;18;4072730;18-29 ans;non;non;oui;50000-59999;360-380;79100
F;<High School;Private;Sports Car;z_Highly Rural/ Rural;dev_premium;09/05/2022;3;7;9542647;70-79 ans;non;non;non;10000-19999;540-560;57810
F;Masters;Private;Sports Car;Highly Urban/ Urban;dev_premium;15/01/2022;0;18;9689933;40-49 ans;non;non;non;110000-119999;480-500;89320
M;z_High School;Private;Minivan;z_Highly Rural/ Rural;dev_express;11/05/2022;1;1;5140250;Moins de 18 ans;non;non;oui;20000-29999;260-280;69480
M;Masters;Private;z_SUV;Highly Urban/ Urban;dev_integral;22/05/2022;0;;8092666;50-59 ans;oui;non;non;80000-89999;300-320;62300
M;Masters;Private;Sports Car;Highly Urban/ Urban;dev_premium;16/03/2022;0;15;8605009;50-59 ans;oui;non;non;40000-49999;540-560;59400
F;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_express;10/02/2022;4;15;3888714;80 et plus;non;non;non;100000-109999;260-280;91670
F;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_express;30/05/2022;4;6;4807007;40-49 ans;oui;non;non;inconnu;240-260;86600
M;Bachelors;Commercial;z_SUV;Highly Urban/ Urban;dev_integral;10/01/2022;1;11;2275018;Moins de 18 ans;non;non;non;inconnu;300-320;19000
M;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_integral;21/05/2022;2;6;2435217;18-29 ans;oui;oui;non;20000-29999;280-300;04190
M;Bachelors;Private;Van;Highly Urban/ Urban;dev_express;09/04/2022;4;1;4203621;30-39 ans;non;non;oui;130000-139999;260-280;92140
F;z_High School;Commercial;Pickup;Highly Urban/ Urban;dev_vip;13/02/2022;5;11;8358532;60-69 ans;oui;non;oui;50000-59999;820-840;79160
M;<High School;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;25/02/2022;7;6;9237900;40-49 ans;non;non;non;10000-19999;280-300;86180
F;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_integral;02/01/2022;6;12;6796075;70-79 ans;oui;oui;non;70000-79999;320-340;07600
M;Bachelors;Private;Sports Car;Highly Urban/ Urban;dev_express;02/04/2022;0;;7844353;50-59 ans;oui;non;non;70000-79999;280-300;88190
M;z_High School;Private;Pickup;z_Highly Rural/ Rural;dev_premium;03/05/2022;2;1;3393776;50-59 ans;oui;non;non;inconnu;420-440;01360
M;PhD;Private;Van;Highly Urban/ Urban;dev_express;25/04/2022;1;14;6646396;50-59 ans;non;non;non;inconnu;260-280;36000
F;Masters;Private;Pickup;z_Highly Rural/ Rural;dev_integral;08/03/2022;4;16;2525611;40-49 ans;non;non;oui;inconnu;320-340;87230
F;Bachelors;Commercial;Minivan;Highly Urban/ Urban;dev_integral;31/05/2022;6;;2388460;30-39 ans;oui;non;oui;30000-39999;320-340;73230
M;Bachelors;Commercial;Pickup;z_Highly Rural/ Rural;dev_integral;21/01/2022;0;8;6256903;40-49 ans;oui;non;oui;inconnu;280-300;32600
M;<High School;Private;z_SUV;Highly Urban/ Urban;dev_integral;27/04/2022;1;1;9540212;70-79 ans;non;non;non;10000-19999;300-320;45370
F;z_High School;Private;Minivan;Highly Urban/ Urban;dev_integral;25/04/2022;0;1;8182317;30-39 ans;oui;non;non;20000-29999;280-300;66210
M;Masters;Private;z_SUV;Highly Urban/ Urban;dev_integral;05/03/2022;0;15;6361305;80 et plus;oui;non;non;130000-139999;280-300;28210
M;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;25/04/2022;4;15;8584488;30-39 ans;non;non;non;70000-79999;300-320;63720
M;z_High School;Private;Minivan;Highly Urban/ Urban;dev_integral;29/03/2022;1;14;2184689;80 et plus;non;non;non;10000-19999;280-300;82100
M;PhD;Commercial;Sports Car;Highly Urban/ Urban;dev_integral;13/02/2022;6;10;5388484;40-49 ans;non;non;non;inconnu;280-300;91410
M;z_High School;Private;Sports Car;z_Highly Rural/ Rural;dev_express;11/02/2022;0;1;2755771;30-39 ans;non;non;non;10000-19999;260-280;44600
F;z_High School;Commercial;Panel Truck;z_Highly Rural/ Rural;dev_integral;28/05/2022;0;9;9765919;30-39 ans;non;non;oui;inconnu;280-300;55300
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_integral;03/04/2022;4;8;2342856;50-59 ans;non;non;non;50000-59999;320-340;34000
F;z_High School;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;20/05/2022;3;9;5608899;30-39 ans;non;non;non;20000-29999;320-340;40530
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_express;22/04/2022;0;6;4627466;70-79 ans;non;non;oui;90000-99999;240-260;48000
M;z_High School;Commercial;z_SUV;Highly Urban/ Urban;dev_integral;29/01/2022;0;8;8124276;80 et plus;non;non;non;50000-59999;320-340;74500
M;z_High School;Private;Minivan;Highly Urban/ Urban;dev_integral;21/05/2022;3;1;5634587;18-29 ans;oui;non;oui;10000-19999;300-320;34000
M;Bachelors;Commercial;Minivan;Highly Urban/ Urban;dev_integral;04/05/2022;0;8;7905878;18-29 ans;non;non;non;inconnu;320-340;22700
F;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_premium;25/01/2022;4;12;6029087;70-79 ans;non;non;oui;30000-39999;460-480;82800
M;Bachelors;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;27/01/2022;0;1;4761502;70-79 ans;non;non;non;60000-69999;320-340;56100
M;Masters;Private;Pickup;Highly Urban/ Urban;dev_integral;11/03/2022;2;17;4712018;80 et plus;non;non;non;80000-89999;300-320;88190
F;z_High School;Commercial;Minivan;z_Highly Rural/ Rural;dev_integral;25/05/2022;0;1;5878277;60-69 ans;oui;non;non;60000-69999;300-320;01230
F;Bachelors;Commercial;Minivan;Highly Urban/ Urban;dev_premium;20/01/2022;1;5;6032246;70-79 ans;oui;non;non;60000-69999;500-520;77600
F;<High School;Commercial;Pickup;Highly Urban/ Urban;dev_integral;22/04/2022;0;1;7779260;Moins de 18 ans;non;non;oui;50000-59999;320-340;31320
F;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;10/02/2022;7;15;5205561;70-79 ans;non;non;non;60000-69999;280-300;41120
M;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;24/02/2022;4;15;4162860;50-59 ans;non;non;non;190000-199999;260-280;39600
F;Bachelors;Private;Sports Car;Highly Urban/ Urban;dev_express;17/03/2022;2;12;2574475;70-79 ans;non;non;non;40000-49999;260-280;19100
F;PhD;Private;z_SUV;Highly Urban/ Urban;dev_express;04/03/2022;4;;6973524;18-29 ans;non;oui;non;130000-139999;240-260;91160
M;<High School;Private;z_SUV;z_Highly Rural/ Rural;dev_express;20/04/2022;0;1;1846171;40-49 ans;non;non;non;10000-19999;240-260;73100
F;Masters;Private;Van;Highly Urban/ Urban;dev_express;30/01/2022;4;12;5461244;60-69 ans;non;non;non;60000-69999;260-280;37400
M;Masters;Private;Minivan;Highly Urban/ Urban;dev_integral;11/02/2022;3;17;4309116;50-59 ans;non;non;oui;20000-29999;280-300;56330
F;Bachelors;Private;Sports Car;Highly Urban/ Urban;dev_integral;05/03/2022;0;1;5758081;70-79 ans;oui;non;non;50000-59999;280-300;20240
F;<High School;Commercial;Van;Highly Urban/ Urban;dev_express;16/02/2022;7;1;3517640;80 et plus;non;non;non;20000-29999;260-280;93420
F;Masters;Private;Van;Highly Urban/ Urban;dev_integral;25/01/2022;0;12;3075999;Moins de 18 ans;non;non;oui;130000-139999;320-340;66540
F;Bachelors;Commercial;Pickup;z_Highly Rural/ Rural;dev_express;06/03/2022;0;1;3746417;50-59 ans;oui;oui;oui;120000-129999;260-280;12000
F;z_High School;Commercial;Van;Highly Urban/ Urban;dev_express;15/04/2022;0;1;5443338;40-49 ans;oui;oui;non;40000-49999;260-280;37130
M;Bachelors;Commercial;Van;z_Highly Rural/ Rural;dev_integral;24/03/2022;0;11;1802918;50-59 ans;oui;oui;oui;100000-109999;300-320;79000
F;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;06/02/2022;3;19;3193374;30-39 ans;non;non;oui;150000-159999;300-320;65220
F;Bachelors;Commercial;Pickup;Highly Urban/ Urban;dev_integral;27/03/2022;1;12;6467133;60-69 ans;non;non;non;50000-59999;320-340;69240
F;z_High School;Private;Van;Highly Urban/ Urban;dev_express;28/02/2022;0;;5614635;70-79 ans;oui;oui;non;20000-29999;240-260;18110
F;z_High School;Private;Pickup;Highly Urban/ Urban;dev_express;17/02/2022;0;7;5811608;40-49 ans;oui;oui;oui;30000-39999;260-280;53160
F;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_integral;21/03/2022;3;8;9941400;50-59 ans;non;non;non;50000-59999;300-320;43250
F;Bachelors;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;29/04/2022;0;1;2594720;50-59 ans;non;non;oui;30000-39999;260-280;16200
M;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_express;21/04/2022;5;10;4701513;18-29 ans;non;non;oui;60000-69999;240-260;28190
F;Bachelors;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;19/01/2022;2;1;3985207;18-29 ans;non;non;oui;120000-129999;300-320;71150
M;Masters;Private;Minivan;Highly Urban/ Urban;dev_integral;09/03/2022;0;15;4518396;70-79 ans;oui;non;non;120000-129999;320-340;73200
M;PhD;Private;Sports Car;Highly Urban/ Urban;dev_express;01/03/2022;3;17;4629205;30-39 ans;non;non;non;80000-89999;240-260;18150
M;Masters;Private;z_SUV;Highly Urban/ Urban;dev_express;25/02/2022;0;18;2379720;18-29 ans;non;non;non;50000-59999;280-300;72230
F;z_High School;Private;Sports Car;Highly Urban/ Urban;dev_express;04/04/2022;4;4;5180763;70-79 ans;oui;oui;non;10000-19999;260-280;59820
F;<High School;Private;Minivan;Highly Urban/ Urban;dev_express;04/02/2022;5;1;8279757;30-39 ans;oui;oui;non;40000-49999;260-280;95430
M;Bachelors;Commercial;Van;Highly Urban/ Urban;dev_express;06/01/2022;2;8;7080923;80 et plus;non;non;oui;inconnu;240-260;46090
F;Masters;Private;z_SUV;Highly Urban/ Urban;dev_integral;15/03/2022;0;14;2664255;18-29 ans;non;non;non;40000-49999;300-320;50610
M;<High School;Commercial;Van;Highly Urban/ Urban;dev_express;23/01/2022;3;1;3958229;50-59 ans;oui;non;oui;80000-89999;260-280;58400
M;<High School;Private;Pickup;Highly Urban/ Urban;dev_integral;18/02/2022;0;1;2834560;60-69 ans;non;non;oui;20000-29999;300-320;65100
F;Masters;Private;Sports Car;Highly Urban/ Urban;dev_integral;09/02/2022;8;6;1486190;60-69 ans;oui;non;oui;20000-29999;280-300;03300
F;Bachelors;Commercial;Pickup;z_Highly Rural/ Rural;dev_integral;07/04/2022;0;6;2807550;40-49 ans;oui;non;non;60000-69999;320-340;85270
F;Masters;Commercial;Panel Truck;z_Highly Rural/ Rural;dev_integral;03/04/2022;0;16;5899559;40-49 ans;non;non;oui;80000-89999;320-340;79290
F;PhD;Commercial;Pickup;Highly Urban/ Urban;dev_integral;01/03/2022;0;19;9679644;Moins de 18 ans;oui;oui;non;inconnu;320-340;78300
F;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_premium;31/03/2022;5;13;2287874;50-59 ans;oui;oui;non;80000-89999;320-340;19600
F;z_High School;Private;Minivan;Highly Urban/ Urban;dev_express;24/01/2022;4;8;4532878;40-49 ans;oui;non;non;0-9999;240-260;10440
F;Bachelors;Commercial;Panel Truck;z_Highly Rural/ Rural;dev_integral;24/02/2022;1;;8953547;60-69 ans;non;non;oui;110000-119999;280-300;11500
M;Bachelors;Commercial;Minivan;Highly Urban/ Urban;dev_express;26/01/2022;4;12;4828973;Moins de 18 ans;non;non;non;100000-109999;260-280;35800
M;Bachelors;Commercial;z_SUV;Highly Urban/ Urban;dev_express;07/02/2022;3;9;2609546;70-79 ans;oui;oui;non;inconnu;260-280;59240
M;PhD;Private;Van;Highly Urban/ Urban;dev_vip;11/03/2022;0;13;6079737;40-49 ans;oui;non;non;160000-169999;920-940;49290
F;Masters;Private;Minivan;z_Highly Rural/ Rural;dev_integral;08/03/2022;2;9;4254217;70-79 ans;non;non;oui;30000-39999;320-340;20000
M;Masters;Private;Minivan;Highly Urban/ Urban;dev_express;15/04/2022;1;8;7143295;30-39 ans;non;non;oui;120000-129999;260-280;87000
F;Bachelors;Commercial;z_SUV;Highly Urban/ Urban;dev_integral;29/05/2022;0;9;9673871;50-59 ans;non;non;non;80000-89999;300-320;29120
M;Bachelors;Private;Minivan;z_Highly Rural/ Rural;dev_express;16/04/2022;0;1;2804968;Moins de 18 ans;non;non;non;100000-109999;260-280;26200
M;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_express;22/01/2022;9;16;4366187;Moins de 18 ans;oui;oui;non;110000-119999;260-280;20290
M;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_premium;27/03/2022;0;12;7468166;Moins de 18 ans;non;non;oui;70000-79999;340-360;20000
M;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_integral;04/01/2022;0;10;7167683;Moins de 18 ans;oui;non;non;40000-49999;280-300;60300
F;Bachelors;Commercial;Van;Highly Urban/ Urban;dev_integral;13/02/2022;8;8;3061323;60-69 ans;non;non;non;80000-89999;320-340;01390
M;Masters;Private;z_SUV;Highly Urban/ Urban;dev_premium;19/03/2022;5;14;6575405;30-39 ans;oui;non;non;130000-139999;340-360;36200
M;<High School;Commercial;Pickup;Highly Urban/ Urban;dev_integral;23/03/2022;1;1;8789978;60-69 ans;non;non;non;10000-19999;300-320;24600
M;Masters;Private;Sports Car;Highly Urban/ Urban;dev_express;24/02/2022;0;21;2182649;30-39 ans;non;non;non;50000-59999;260-280;73000
M;Bachelors;Private;Sports Car;Highly Urban/ Urban;dev_integral;30/05/2022;1;1;7849631;70-79 ans;non;non;non;0-9999;320-340;93380
